"","Global_active_power","Global_reactive_power","Voltage","Sub_metering_1","Sub_metering_2","Sub_metering_3","Datetime"
"837",0.32,0.124,240.6,0,2,0,2007-02-01 13:56:00
"838",0.318,0.122,240.12,0,1,0,2007-02-01 13:57:00
"839",0.318,0.122,240.09,0,1,0,2007-02-01 13:58:00
"840",0.316,0.122,239.83,0,2,0,2007-02-01 13:59:00
"841",0.314,0.12,239.7,0,1,0,2007-02-01 14:00:00
"842",0.31,0.124,240.44,0,1,0,2007-02-01 14:01:00
"843",0.31,0.128,241.63,0,2,0,2007-02-01 14:02:00
"844",0.31,0.13,242.04,0,1,0,2007-02-01 14:03:00
"845",0.308,0.128,241.56,0,1,0,2007-02-01 14:04:00
"846",0.308,0.126,241.14,0,1,0,2007-02-01 14:05:00
"847",0.308,0.128,241.56,0,2,0,2007-02-01 14:06:00
"848",0.314,0.13,241.62,0,1,0,2007-02-01 14:07:00
"849",0.358,0.17,241.94,0,1,0,2007-02-01 14:08:00
"850",0.424,0.268,242.03,0,1,0,2007-02-01 14:09:00
"851",0.42,0.268,242.21,0,2,0,2007-02-01 14:10:00
"852",0.416,0.264,241.55,0,1,0,2007-02-01 14:11:00
"853",0.412,0.258,240.59,0,1,0,2007-02-01 14:12:00
"854",0.39,0.224,240.33,0,1,0,2007-02-01 14:13:00
"855",0.376,0.164,240,0,0,0,2007-02-01 14:14:00
"856",0.41,0.236,239.9,0,0,0,2007-02-01 14:15:00
"857",0.406,0.236,240.21,0,0,0,2007-02-01 14:16:00
"858",0.404,0.238,240.61,0,0,0,2007-02-01 14:17:00
"859",0.402,0.238,240.42,0,0,0,2007-02-01 14:18:00
"860",0.402,0.238,240.41,0,0,0,2007-02-01 14:19:00
"861",0.4,0.24,240.5,0,0,0,2007-02-01 14:20:00
"862",0.4,0.242,240.66,0,0,0,2007-02-01 14:21:00
"863",0.404,0.24,240.52,0,0,0,2007-02-01 14:22:00
"864",0.402,0.242,240.75,0,0,0,2007-02-01 14:23:00
"865",0.328,0.136,240.43,0,0,0,2007-02-01 14:24:00
"866",0.308,0.108,240.81,0,0,0,2007-02-01 14:25:00
"867",0.25,0,241.45,0,0,0,2007-02-01 14:26:00
"868",0.24,0,242.08,0,0,0,2007-02-01 14:27:00
"869",0.236,0,241.76,0,0,0,2007-02-01 14:28:00
"870",0.232,0,241.41,0,0,0,2007-02-01 14:29:00
"871",0.232,0,241.65,0,0,0,2007-02-01 14:30:00
"872",0.232,0,241.29,0,0,0,2007-02-01 14:31:00
"873",0.232,0,241.03,0,0,0,2007-02-01 14:32:00
"874",0.232,0,241.45,0,0,0,2007-02-01 14:33:00
"875",0.232,0,241.72,0,0,0,2007-02-01 14:34:00
"876",0.232,0,241.55,0,0,0,2007-02-01 14:35:00
"877",0.232,0,240.8,0,0,0,2007-02-01 14:36:00
"878",0.24,0,241.58,0,0,0,2007-02-01 14:37:00
"879",0.24,0,241.97,0,0,0,2007-02-01 14:38:00
"880",0.24,0,242.58,0,0,0,2007-02-01 14:39:00
"881",0.236,0,243.06,0,0,0,2007-02-01 14:40:00
"882",0.236,0,243,0,0,0,2007-02-01 14:41:00
"883",0.232,0,241.55,0,0,0,2007-02-01 14:42:00
"884",0.234,0,241.81,0,0,0,2007-02-01 14:43:00
"885",0.232,0,241.32,0,0,0,2007-02-01 14:44:00
"886",0.232,0,241.17,0,0,0,2007-02-01 14:45:00
"887",0.232,0,240.75,0,0,0,2007-02-01 14:46:00
"888",0.232,0,240.67,0,0,0,2007-02-01 14:47:00
"889",0.23,0,240.65,0,0,0,2007-02-01 14:48:00
"890",0.276,0,240.59,0,0,0,2007-02-01 14:49:00
"891",0.344,0.138,241.1,0,0,0,2007-02-01 14:50:00
"892",0.342,0.14,241.75,0,0,0,2007-02-01 14:51:00
"893",0.342,0.148,242.98,0,0,0,2007-02-01 14:52:00
"894",0.34,0.146,242.85,0,0,0,2007-02-01 14:53:00
"895",0.34,0.148,243.24,0,0,0,2007-02-01 14:54:00
"896",0.336,0.146,242.64,0,0,0,2007-02-01 14:55:00
"897",0.336,0.146,242.56,0,0,0,2007-02-01 14:56:00
"898",0.334,0.144,242.32,0,0,0,2007-02-01 14:57:00
"899",0.332,0.144,242.27,0,0,0,2007-02-01 14:58:00
"900",0.33,0.14,241.43,0,0,0,2007-02-01 14:59:00
"901",0.328,0.14,241.24,0,0,0,2007-02-01 15:00:00
"902",0.33,0.144,241.91,0,0,0,2007-02-01 15:01:00
"903",0.374,0.182,241.82,0,0,0,2007-02-01 15:02:00
"904",0.406,0.248,241.68,0,0,0,2007-02-01 15:03:00
"905",0.406,0.248,241.83,0,0,0,2007-02-01 15:04:00
"906",0.352,0.172,242.02,0,0,0,2007-02-01 15:05:00
"907",0.31,0.112,241.64,0,0,0,2007-02-01 15:06:00
"908",0.308,0.106,240.53,0,0,0,2007-02-01 15:07:00
"909",0.308,0.11,241.43,0,0,0,2007-02-01 15:08:00
"910",0.306,0.11,241.67,0,0,0,2007-02-01 15:09:00
"911",0.304,0.11,241.46,0,0,0,2007-02-01 15:10:00
"912",0.304,0.11,241.27,0,0,0,2007-02-01 15:11:00
"913",0.3,0.104,240.05,0,0,0,2007-02-01 15:12:00
"914",0.302,0.106,240.67,0,0,0,2007-02-01 15:13:00
"915",0.234,0,241.06,0,0,0,2007-02-01 15:14:00
"916",0.234,0,241.62,0,0,0,2007-02-01 15:15:00
"917",0.232,0,241.04,0,0,0,2007-02-01 15:16:00
"918",0.232,0,241.14,0,0,0,2007-02-01 15:17:00
"919",0.234,0,241.81,0,0,0,2007-02-01 15:18:00
"920",0.238,0,243.34,0,0,0,2007-02-01 15:19:00
"921",0.236,0,242.95,0,0,0,2007-02-01 15:20:00
"922",0.234,0,241.7,0,0,0,2007-02-01 15:21:00
"923",0.236,0,242.81,0,0,0,2007-02-01 15:22:00
"924",0.236,0,243.16,0,0,0,2007-02-01 15:23:00
"925",0.236,0,242.72,0,0,0,2007-02-01 15:24:00
"926",0.236,0,242.86,0,0,0,2007-02-01 15:25:00
"927",0.236,0,242.46,0,0,0,2007-02-01 15:26:00
"928",0.238,0,243.24,0,0,0,2007-02-01 15:27:00
"929",0.234,0,242.18,0,0,0,2007-02-01 15:28:00
"930",0.238,0,243.81,0,0,0,2007-02-01 15:29:00
"931",0.318,0.1,244.39,0,0,0,2007-02-01 15:30:00
"932",0.35,0.154,244.16,0,0,0,2007-02-01 15:31:00
"933",0.346,0.154,244.18,0,0,0,2007-02-01 15:32:00
"934",0.344,0.15,243.48,0,0,0,2007-02-01 15:33:00
"935",0.344,0.154,244.09,0,0,0,2007-02-01 15:34:00
"936",0.34,0.152,243.74,0,0,0,2007-02-01 15:35:00
"937",0.34,0.154,244.19,0,0,0,2007-02-01 15:36:00
"938",0.34,0.158,244.62,0,0,0,2007-02-01 15:37:00
"939",0.338,0.158,244.63,0,0,0,2007-02-01 15:38:00
"940",0.336,0.152,243.58,0,0,0,2007-02-01 15:39:00
"941",0.334,0.148,243.04,0,0,0,2007-02-01 15:40:00
"942",0.332,0.146,242.68,0,0,0,2007-02-01 15:41:00
"943",0.334,0.152,243.85,0,0,0,2007-02-01 15:42:00
"944",0.332,0.148,243.13,0,0,0,2007-02-01 15:43:00
"945",0.334,0.152,243.93,0,0,0,2007-02-01 15:44:00
"946",0.326,0.142,243.96,0,0,0,2007-02-01 15:45:00
"947",0.238,0,243.39,0,0,0,2007-02-01 15:46:00
"948",0.238,0,243.46,0,0,0,2007-02-01 15:47:00
"949",0.24,0,244.4,0,0,0,2007-02-01 15:48:00
"950",0.242,0,244.28,0,0,0,2007-02-01 15:49:00
"951",0.324,0.1,244.15,0,0,0,2007-02-01 15:50:00
"952",0.322,0.118,243.18,0,0,0,2007-02-01 15:51:00
"953",0.318,0.118,243.24,0,0,0,2007-02-01 15:52:00
"954",0.312,0.114,242.64,0,0,0,2007-02-01 15:53:00
"955",0.312,0.116,242.92,0,0,0,2007-02-01 15:54:00
"956",0.31,0.112,242.15,0,0,0,2007-02-01 15:55:00
"957",0.31,0.116,242.9,0,0,0,2007-02-01 15:56:00
"958",0.308,0.116,243,0,0,0,2007-02-01 15:57:00
"959",0.308,0.116,243.1,0,0,0,2007-02-01 15:58:00
"960",0.308,0.116,243.1,0,0,0,2007-02-01 15:59:00
"961",0.308,0.12,243.7,0,0,0,2007-02-01 16:00:00
"962",0.24,0,243.11,0,0,0,2007-02-01 16:01:00
"963",0.236,0,243.15,0,0,0,2007-02-01 16:02:00
"964",0.236,0,242.95,0,0,0,2007-02-01 16:03:00
"965",0.24,0,243.32,0,0,0,2007-02-01 16:04:00
"966",0.244,0,243.14,0,0,0,2007-02-01 16:05:00
"967",0.244,0,242.88,0,0,0,2007-02-01 16:06:00
"968",0.244,0,243.07,0,0,0,2007-02-01 16:07:00
"969",0.244,0,243.03,0,0,0,2007-02-01 16:08:00
"970",0.24,0,241.34,0,0,0,2007-02-01 16:09:00
"971",0.24,0,241.09,0,0,0,2007-02-01 16:10:00
"972",0.3,0.066,242.09,0,0,0,2007-02-01 16:11:00
"973",0.346,0.142,242.06,0,0,0,2007-02-01 16:12:00
"974",0.38,0.176,241.97,0,0,0,2007-02-01 16:13:00
"975",0.422,0.268,242.18,0,0,0,2007-02-01 16:14:00
"976",0.424,0.272,242.91,0,2,0,2007-02-01 16:15:00
"977",0.422,0.276,243.2,0,1,0,2007-02-01 16:16:00
"978",0.42,0.274,242.82,0,2,0,2007-02-01 16:17:00
"979",0.42,0.274,242.9,0,1,0,2007-02-01 16:18:00
"980",0.42,0.268,242.05,0,1,0,2007-02-01 16:19:00
"981",0.424,0.27,242.35,0,2,0,2007-02-01 16:20:00
"982",0.422,0.27,242.25,0,1,0,2007-02-01 16:21:00
"983",0.422,0.272,242.55,0,2,0,2007-02-01 16:22:00
"984",0.424,0.278,243.49,0,1,0,2007-02-01 16:23:00
"985",0.422,0.276,243.35,0,1,0,2007-02-01 16:24:00
"986",0.42,0.274,243.12,0,2,0,2007-02-01 16:25:00
"987",0.42,0.276,243.23,0,1,0,2007-02-01 16:26:00
"988",0.338,0.158,243.29,0,2,0,2007-02-01 16:27:00
"989",0.32,0.134,242.61,0,1,0,2007-02-01 16:28:00
"990",0.314,0.132,242.32,0,1,0,2007-02-01 16:29:00
"991",0.312,0.132,242.26,0,1,0,2007-02-01 16:30:00
"992",0.31,0.128,241.74,0,2,0,2007-02-01 16:31:00
"993",0.308,0.124,240.83,0,1,0,2007-02-01 16:32:00
"994",0.308,0.126,241.05,0,1,0,2007-02-01 16:33:00
"995",0.312,0.13,241.86,0,2,0,2007-02-01 16:34:00
"996",0.316,0.132,242.36,0,1,0,2007-02-01 16:35:00
"997",0.314,0.13,242.03,0,1,0,2007-02-01 16:36:00
"998",0.39,0.212,242.04,0,1,0,2007-02-01 16:37:00
"999",0.39,0.238,242.28,0,1,0,2007-02-01 16:38:00
"1000",0.392,0.24,242.75,0,2,0,2007-02-01 16:39:00
"1001",0.39,0.24,242.6,0,1,0,2007-02-01 16:40:00
"1002",0.39,0.244,243.26,0,1,0,2007-02-01 16:41:00
"1003",0.39,0.242,243.15,0,1,0,2007-02-01 16:42:00
"1004",0.324,0.138,243.08,0,1,0,2007-02-01 16:43:00
"1005",0.308,0.118,243.12,0,0,0,2007-02-01 16:44:00
"1006",0.308,0.12,243.52,0,0,0,2007-02-01 16:45:00
"1007",0.306,0.118,243.1,0,0,0,2007-02-01 16:46:00
"1008",0.306,0.12,243.47,0,0,0,2007-02-01 16:47:00
"1009",0.248,0,243.8,0,0,0,2007-02-01 16:48:00
"1010",0.24,0,243.44,0,0,0,2007-02-01 16:49:00
"1011",0.244,0,243.54,0,0,0,2007-02-01 16:50:00
"1012",0.244,0,243.91,0,0,0,2007-02-01 16:51:00
"1013",0.276,0,244.05,0,0,0,2007-02-01 16:52:00
"1014",0.356,0.152,243.7,0,0,0,2007-02-01 16:53:00
"1015",0.352,0.148,243.21,0,0,0,2007-02-01 16:54:00
"1016",0.35,0.15,243.36,0,0,0,2007-02-01 16:55:00
"1017",0.348,0.152,243.94,0,0,0,2007-02-01 16:56:00
"1018",0.342,0.158,244.89,0,0,0,2007-02-01 16:57:00
"1019",0.342,0.16,245.3,0,0,0,2007-02-01 16:58:00
"1020",0.342,0.16,245.34,0,0,0,2007-02-01 16:59:00
"1021",0.34,0.16,245.32,0,0,0,2007-02-01 17:00:00
"1022",0.336,0.152,243.87,0,0,0,2007-02-01 17:01:00
"1023",0.334,0.152,243.91,0,0,0,2007-02-01 17:02:00
"1024",0.332,0.148,243.31,0,0,0,2007-02-01 17:03:00
"1025",0.334,0.15,243.31,0,0,0,2007-02-01 17:04:00
"1026",0.336,0.146,242.63,0,0,0,2007-02-01 17:05:00
"1027",0.334,0.144,241.89,0,0,0,2007-02-01 17:06:00
"1028",0.332,0.138,240.91,0,0,0,2007-02-01 17:07:00
"1029",0.282,0.07,240.77,0,0,0,2007-02-01 17:08:00
"1030",0.232,0,240.83,0,0,0,2007-02-01 17:09:00
"1031",0.232,0,240.9,0,0,0,2007-02-01 17:10:00
"1032",0.234,0,242.09,0,0,0,2007-02-01 17:11:00
"1033",0.234,0,242.6,0,0,0,2007-02-01 17:12:00
"1034",0.234,0,242.07,0,0,0,2007-02-01 17:13:00
"1035",0.232,0,241.63,0,0,0,2007-02-01 17:14:00
"1036",0.234,0,241.96,0,0,0,2007-02-01 17:15:00
"1037",0.232,0,241.57,0,0,0,2007-02-01 17:16:00
"1038",0.232,0,241.39,0,0,0,2007-02-01 17:17:00
"1039",0.47,0,241.11,0,0,0,2007-02-01 17:18:00
"1040",0.53,0,241.57,0,0,0,2007-02-01 17:19:00
"1041",0.528,0,241.21,0,0,0,2007-02-01 17:20:00
"1042",0.528,0,241.18,0,0,0,2007-02-01 17:21:00
"1043",0.53,0,241.79,0,0,0,2007-02-01 17:22:00
"1044",0.53,0,241.72,0,0,0,2007-02-01 17:23:00
"1045",0.606,0.086,240.62,0,0,0,2007-02-01 17:24:00
"1046",0.604,0.106,241.51,0,0,0,2007-02-01 17:25:00
"1047",0.872,0.096,240.67,0,0,0,2007-02-01 17:26:00
"1048",0.924,0.094,240.17,0,0,0,2007-02-01 17:27:00
"1049",0.922,0.092,239.79,0,0,0,2007-02-01 17:28:00
"1050",0.922,0.094,240.14,0,0,0,2007-02-01 17:29:00
"1051",0.924,0.096,240.39,0,0,0,2007-02-01 17:30:00
"1052",0.934,0.098,240.95,0,0,0,2007-02-01 17:31:00
"1053",0.948,0.098,241.41,0,0,0,2007-02-01 17:32:00
"1054",0.972,0.128,241.33,0,0,0,2007-02-01 17:33:00
"1055",1.04,0.234,241.62,0,0,0,2007-02-01 17:34:00
"1056",1.034,0.232,241.31,0,0,0,2007-02-01 17:35:00
"1057",1.03,0.232,241.02,0,0,0,2007-02-01 17:36:00
"1058",1.028,0.232,241.13,0,0,0,2007-02-01 17:37:00
"1059",1.056,0.228,240.49,0,0,0,2007-02-01 17:38:00
"1060",1.062,0.218,238.86,0,0,0,2007-02-01 17:39:00
"1061",1.268,0.216,239.02,0,0,0,2007-02-01 17:40:00
"1062",1.242,0.22,239.61,0,0,0,2007-02-01 17:41:00
"1063",1.01,0.222,239.3,0,0,0,2007-02-01 17:42:00
"1064",1.01,0.224,239.49,0,0,0,2007-02-01 17:43:00
"1065",1.01,0.224,239.48,0,0,0,2007-02-01 17:44:00
"1066",1.012,0.226,240.02,0,0,0,2007-02-01 17:45:00
"1067",1.008,0.224,239.7,0,0,0,2007-02-01 17:46:00
"1068",1.192,0.27,239.4,0,0,0,2007-02-01 17:47:00
"1069",1.626,0.316,239.16,0,0,0,2007-02-01 17:48:00
"1070",1.354,0.23,239.57,0,0,0,2007-02-01 17:49:00
"1071",1.33,0.192,239.99,0,0,0,2007-02-01 17:50:00
"1072",1.292,0.13,239.99,0,0,0,2007-02-01 17:51:00
"1073",1.506,0.07,239.77,0,0,0,2007-02-01 17:52:00
"1074",1.374,0,239.15,0,0,0,2007-02-01 17:53:00
"1075",1.46,0,238.87,0,0,0,2007-02-01 17:54:00
"1076",1.462,0,239.11,0,0,0,2007-02-01 17:55:00
"1077",1.272,0,239.54,0,0,0,2007-02-01 17:56:00
"1078",1.286,0,239.93,0,0,0,2007-02-01 17:57:00
"1079",1.282,0,239.7,0,0,0,2007-02-01 17:58:00
"1080",1.278,0,239.26,0,0,0,2007-02-01 17:59:00
"1081",1.48,0,238.99,0,0,2,2007-02-01 18:00:00
"1082",2.348,0,237.29,0,0,18,2007-02-01 18:01:00
"1083",2.334,0,237.28,0,0,18,2007-02-01 18:02:00
"1084",2.324,0,237.47,0,0,17,2007-02-01 18:03:00
"1085",2.32,0,237.72,0,0,18,2007-02-01 18:04:00
"1086",2.312,0,237.51,0,0,17,2007-02-01 18:05:00
"1087",2.322,0,238.18,0,0,18,2007-02-01 18:06:00
"1088",2.332,0,238.86,0,0,17,2007-02-01 18:07:00
"1089",2.33,0,238.86,0,0,18,2007-02-01 18:08:00
"1090",2.33,0,238.83,0,0,17,2007-02-01 18:09:00
"1091",2.312,0,237.86,0,0,18,2007-02-01 18:10:00
"1092",2.304,0,237.39,0,0,17,2007-02-01 18:11:00
"1093",2.38,0,238.84,0,0,17,2007-02-01 18:12:00
"1094",2.43,0.114,238.52,0,0,18,2007-02-01 18:13:00
"1095",2.428,0.114,238.66,0,0,17,2007-02-01 18:14:00
"1096",2.416,0.112,238.09,0,0,18,2007-02-01 18:15:00
"1097",2.394,0.108,236.9,0,0,17,2007-02-01 18:16:00
"1098",2.396,0.108,237.05,0,0,17,2007-02-01 18:17:00
"1099",2.428,0.122,237.73,0,0,18,2007-02-01 18:18:00
"1100",2.496,0.234,238.25,0,0,17,2007-02-01 18:19:00
"1101",2.502,0.236,238.6,0,1,17,2007-02-01 18:20:00
"1102",2.48,0.23,237.67,0,2,18,2007-02-01 18:21:00
"1103",2.48,0.23,237.63,0,1,17,2007-02-01 18:22:00
"1104",2.558,0.316,237.5,0,2,17,2007-02-01 18:23:00
"1105",2.542,0.326,237.07,0,1,18,2007-02-01 18:24:00
"1106",2.554,0.33,237.76,0,1,17,2007-02-01 18:25:00
"1107",2.558,0.332,238.08,0,2,17,2007-02-01 18:26:00
"1108",2.548,0.33,237.57,0,1,18,2007-02-01 18:27:00
"1109",2.548,0.328,237.42,0,2,17,2007-02-01 18:28:00
"1110",2.778,0.368,238.13,0,1,17,2007-02-01 18:29:00
"1111",2.902,0.5,238.04,0,1,18,2007-02-01 18:30:00
"1112",2.728,0.268,238.6,0,2,17,2007-02-01 18:31:00
"1113",2.524,0.202,238.13,0,1,17,2007-02-01 18:32:00
"1114",2.51,0.204,238.32,0,1,18,2007-02-01 18:33:00
"1115",2.748,0.194,237.02,0,2,17,2007-02-01 18:34:00
"1116",2.784,0.194,237.29,0,1,17,2007-02-01 18:35:00
"1117",2.568,0.16,237.14,0,1,18,2007-02-01 18:36:00
"1118",2.338,0.1,237.78,0,2,17,2007-02-01 18:37:00
"1119",2.444,0.094,237.63,0,1,17,2007-02-01 18:38:00
"1120",2.516,0.1,237.56,0,1,18,2007-02-01 18:39:00
"1121",2.782,0.088,235.63,0,1,17,2007-02-01 18:40:00
"1122",2.594,0.086,236.21,0,1,17,2007-02-01 18:41:00
"1123",2.574,0.09,236.49,0,2,17,2007-02-01 18:42:00
"1124",3.218,0.232,236.62,0,1,17,2007-02-01 18:43:00
"1125",3.414,0.356,235.94,0,1,17,2007-02-01 18:44:00
"1126",2.664,0.214,235.87,0,1,17,2007-02-01 18:45:00
"1127",2.668,0.214,236.12,0,1,17,2007-02-01 18:46:00
"1128",2.606,0.218,236.49,0,2,17,2007-02-01 18:47:00
"1129",2.406,0.22,236.47,0,1,18,2007-02-01 18:48:00
"1130",2.352,0.224,236.51,0,1,17,2007-02-01 18:49:00
"1131",2.71,0.25,236.12,0,1,17,2007-02-01 18:50:00
"1132",3,0.252,236.35,0,1,17,2007-02-01 18:51:00
"1133",3.016,0.254,237.02,0,1,17,2007-02-01 18:52:00
"1134",3.006,0.254,237.07,0,2,17,2007-02-01 18:53:00
"1135",2.976,0.23,236.49,0,1,18,2007-02-01 18:54:00
"1136",2.93,0.134,236.44,0,0,17,2007-02-01 18:55:00
"1137",2.938,0.134,236.74,0,0,17,2007-02-01 18:56:00
"1138",2.972,0.172,236.41,0,0,17,2007-02-01 18:57:00
"1139",2.996,0.232,236.35,0,0,17,2007-02-01 18:58:00
"1140",3.008,0.236,236.96,0,0,17,2007-02-01 18:59:00
"1141",3.228,0.282,236.67,0,0,18,2007-02-01 19:00:00
"1142",3.306,0.43,236.58,0,0,17,2007-02-01 19:01:00
"1143",3.196,0.414,236.51,0,0,17,2007-02-01 19:02:00
"1144",3.088,0.272,236.64,0,0,17,2007-02-01 19:03:00
"1145",2.996,0.106,237.04,0,0,17,2007-02-01 19:04:00
"1146",3.066,0.11,237.7,0,0,18,2007-02-01 19:05:00
"1147",2.93,0.11,237.6,0,0,17,2007-02-01 19:06:00
"1148",2.926,0.11,237.5,0,0,17,2007-02-01 19:07:00
"1149",2.942,0.112,238.25,0,0,18,2007-02-01 19:08:00
"1150",2.92,0.108,237.32,0,0,17,2007-02-01 19:09:00
"1151",2.916,0.106,237.04,0,0,17,2007-02-01 19:10:00
"1152",2.914,0.106,236.97,0,0,17,2007-02-01 19:11:00
"1153",2.91,0.106,237.1,0,0,18,2007-02-01 19:12:00
"1154",2.926,0.108,238.03,0,0,17,2007-02-01 19:13:00
"1155",2.866,0,237.67,0,0,17,2007-02-01 19:14:00
"1156",2.852,0,237.41,0,0,18,2007-02-01 19:15:00
"1157",2.852,0,237.58,0,0,17,2007-02-01 19:16:00
"1158",2.824,0,236.08,0,0,17,2007-02-01 19:17:00
"1159",2.822,0,236.16,0,0,17,2007-02-01 19:18:00
"1160",2.83,0,236.28,0,0,17,2007-02-01 19:19:00
"1161",2.854,0,236.78,0,0,17,2007-02-01 19:20:00
"1162",2.834,0,236.32,0,0,17,2007-02-01 19:21:00
"1163",2.826,0,236.02,0,0,18,2007-02-01 19:22:00
"1164",2.828,0,236.12,0,0,17,2007-02-01 19:23:00
"1165",2.83,0,234.71,0,0,17,2007-02-01 19:24:00
"1166",2.902,0.124,234.49,0,0,16,2007-02-01 19:25:00
"1167",2.922,0.128,235.7,0,0,17,2007-02-01 19:26:00
"1168",2.91,0.128,235.62,0,0,17,2007-02-01 19:27:00
"1169",2.902,0.126,235.12,0,0,17,2007-02-01 19:28:00
"1170",2.898,0.124,234.59,0,0,17,2007-02-01 19:29:00
"1171",2.912,0.126,235.26,0,0,17,2007-02-01 19:30:00
"1172",2.892,0.124,234.57,0,0,17,2007-02-01 19:31:00
"1173",2.882,0.124,234.39,0,0,17,2007-02-01 19:32:00
"1174",2.898,0.128,235.2,0,0,17,2007-02-01 19:33:00
"1175",2.904,0.13,235.45,0,0,17,2007-02-01 19:34:00
"1176",3.04,0.122,233.89,0,0,17,2007-02-01 19:35:00
"1177",3.036,0.12,233.56,0,0,17,2007-02-01 19:36:00
"1178",3.214,0.198,234.26,0,0,16,2007-02-01 19:37:00
"1179",4.48,0.372,233.96,0,0,17,2007-02-01 19:38:00
"1180",4.458,0.346,234.63,0,0,17,2007-02-01 19:39:00
"1181",3.834,0.354,235.64,0,0,17,2007-02-01 19:40:00
"1182",2.672,0.166,237.57,0,0,17,2007-02-01 19:41:00
"1183",2.618,0.1,237.12,0,0,18,2007-02-01 19:42:00
"1184",3.602,0.254,236.55,0,0,17,2007-02-01 19:43:00
"1185",3.042,0.144,236.09,0,0,17,2007-02-01 19:44:00
"1186",2.672,0.176,235.89,0,0,17,2007-02-01 19:45:00
"1187",2.662,0.19,235.63,0,0,17,2007-02-01 19:46:00
"1188",3.02,0.25,234.99,0,0,17,2007-02-01 19:47:00
"1189",3.824,0.354,234.7,0,0,17,2007-02-01 19:48:00
"1190",2.8,0.248,235.99,0,0,17,2007-02-01 19:49:00
"1191",2.662,0.186,235.27,0,0,17,2007-02-01 19:50:00
"1192",2.658,0.186,235.14,0,0,17,2007-02-01 19:51:00
"1193",2.648,0.184,234.82,0,0,17,2007-02-01 19:52:00
"1194",2.658,0.186,235.67,0,0,17,2007-02-01 19:53:00
"1195",2.664,0.188,236.02,0,0,17,2007-02-01 19:54:00
"1196",2.676,0.19,236.55,0,0,17,2007-02-01 19:55:00
"1197",2.67,0.188,236.34,0,0,17,2007-02-01 19:56:00
"1198",2.604,0.164,237.02,0,0,17,2007-02-01 19:57:00
"1199",2.97,0.196,236.07,0,0,18,2007-02-01 19:58:00
"1200",2.828,0.154,236.96,0,0,17,2007-02-01 19:59:00
"1201",2.38,0.086,238.13,0,0,17,2007-02-01 20:00:00
"1202",2.358,0.08,237.53,0,0,17,2007-02-01 20:01:00
"1203",2.362,0.082,237.75,0,0,18,2007-02-01 20:02:00
"1204",2.462,0.196,237.26,0,0,17,2007-02-01 20:03:00
"1205",2.454,0.206,237.05,0,0,17,2007-02-01 20:04:00
"1206",2.454,0.206,237.18,0,0,17,2007-02-01 20:05:00
"1207",2.448,0.206,237.03,0,0,18,2007-02-01 20:06:00
"1208",2.412,0.146,237.34,0,0,17,2007-02-01 20:07:00
"1209",2.398,0.106,237.33,0,0,17,2007-02-01 20:08:00
"1210",2.358,0.102,235.75,0,0,17,2007-02-01 20:09:00
"1211",2.352,0.1,235.5,0,0,17,2007-02-01 20:10:00
"1212",2.424,0.102,235.86,0,0,17,2007-02-01 20:11:00
"1213",2.612,0.098,235.48,0,0,17,2007-02-01 20:12:00
"1214",2.78,0.094,235.47,0,0,17,2007-02-01 20:13:00
"1215",2.784,0.094,235.28,0,0,17,2007-02-01 20:14:00
"1216",2.888,0.094,235.79,0,0,17,2007-02-01 20:15:00
"1217",3.216,0.092,236.18,0,0,18,2007-02-01 20:16:00
"1218",3.094,0.094,236.57,0,0,17,2007-02-01 20:17:00
"1219",2.984,0.094,235.43,0,0,17,2007-02-01 20:18:00
"1220",2.824,0,235.55,0,0,17,2007-02-01 20:19:00
"1221",2.74,0,235.96,0,0,17,2007-02-01 20:20:00
"1222",2.344,0,236.47,0,0,17,2007-02-01 20:21:00
"1223",2.354,0,236.6,0,0,17,2007-02-01 20:22:00
"1224",2.43,0.094,235.84,0,0,17,2007-02-01 20:23:00
"1225",2.422,0.118,235.53,0,1,17,2007-02-01 20:24:00
"1226",2.418,0.116,235.33,0,1,17,2007-02-01 20:25:00
"1227",2.412,0.116,235.06,0,2,17,2007-02-01 20:26:00
"1228",2.392,0.112,233.69,0,1,17,2007-02-01 20:27:00
"1229",2.396,0.112,234.08,0,2,17,2007-02-01 20:28:00
"1230",2.36,0.116,234.73,0,1,17,2007-02-01 20:29:00
"1231",2.358,0.118,235.35,0,1,17,2007-02-01 20:30:00
"1232",2.184,0.18,235.57,0,2,17,2007-02-01 20:31:00
"1233",1.964,0.21,236.89,0,1,17,2007-02-01 20:32:00
"1234",1.818,0.206,237.18,0,2,17,2007-02-01 20:33:00
"1235",1.702,0.198,237.38,0,1,17,2007-02-01 20:34:00
"1236",1.702,0.198,237.52,0,1,18,2007-02-01 20:35:00
"1237",1.702,0.2,237.76,0,2,17,2007-02-01 20:36:00
"1238",1.706,0.202,238.38,0,1,17,2007-02-01 20:37:00
"1239",1.696,0.2,237.79,0,1,18,2007-02-01 20:38:00
"1240",1.698,0.2,238.07,0,1,17,2007-02-01 20:39:00
"1241",1.704,0.202,238.66,0,2,18,2007-02-01 20:40:00
"1242",1.698,0.2,238.23,0,1,17,2007-02-01 20:41:00
"1243",1.81,0.322,238.35,0,1,17,2007-02-01 20:42:00
"1244",1.818,0.338,239.53,0,1,18,2007-02-01 20:43:00
"1245",1.824,0.344,240.24,0,2,18,2007-02-01 20:44:00
